TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CLAIM_STATUS,INCIDENT_SEVERITY,RISK_SEGMENTATION,CUSTOMER_STATE,INCIDENT_STATE,INCIDENT_CITY,AGE,EMPLOYMENT_STATUS,AGENT_ID,AGENT_NAME,AGENT_CITY,AGENT_STATE,VENDOR_ID,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE
2021-03-20 00:00:00,TXN00007410,A00005009,PLC00000309,2014-02-08,2021-03-19,2021-03-19,Health,163.79,16000,A,Total Loss,H,CT,DC,Washington,36,Y,AGENT00132,Peggy Williams,Anchorage,AK,,,,
2021-03-20 00:00:00,TXN00007411,A00006621,PLC00006643,2016-11-28,2021-03-04,2021-03-09,Travel,89.13,1000,A,Major Loss,M,TN,CT,Manchester,34,Y,AGENT00966,Clifford Hernandez,Deale,MD,VNDR00216,Smith-Zimmerman,Montgomery,AL
2021-03-21 00:00:00,TXN00007412,A00008225,PLC00003205,2012-06-05,2021-03-20,2021-03-20,Property,82.55,11000,A,Minor Loss,M,MA,AK,Anchorage,56,Y,AGENT01149,Bonnie Ray,San Leandro,CA,VNDR00420,"Miller, Duncan and Reynolds",Fremont,CA
2021-03-21 00:00:00,TXN00007413,A00006315,PLC00005776,2010-08-21,2021-03-18,2021-03-18,Health,131.59,13000,A,Minor Loss,M,CA,AL,Montgomery,25,Y,AGENT00148,Vanessa White,Louisville,KY,VNDR00360,Smith-Booth,Nashville,TN
2021-03-21 00:00:00,TXN00007414,A00007862,PLC00009890,2013-12-20,2021-03-13,2021-03-16,Life,55.08,76000,A,Major Loss,M,AL,OK,Oklahoma City,54,Y,AGENT00305,Randall Gutierrez,Montgomery,AL,VNDR00556,Ramsey Inc,Panama City,FL
2021-03-21 00:00:00,TXN00007415,A00006943,PLC00006862,2019-07-13,2021-03-02,2021-03-07,Health,139.23,3000,A,Total Loss,M,AZ,TN,Nashville,56,Y,AGENT00972,Ruth Jordan,Pooler,GA,VNDR00593,Walter Group,Louisville,KY
2021-03-21 00:00:00,TXN00007416,A00000395,PLC00000773,2019-12-14,2021-03-11,2021-03-14,Motor,126.21,9000,A,Minor Loss,M,OK,DC,Washington,59,Y,AGENT00904,Pamela Moncivais,Fayetteville,AR,VNDR00163,Foster-Sanchez,Fremont,CA
2021-03-21 00:00:00,TXN00007417,A00005964,PLC00002383,2011-01-31,2021-03-15,2021-03-17,Motor,132.6,8000,A,Minor Loss,L,AL,FL,Panama City,53,Y,AGENT00719,Jose Jones,Lynn Haven,FL,VNDR00425,Nguyen-Hess,Nashville,TN
2021-03-21 00:00:00,TXN00007418,A00000142,PLC00009356,2014-04-03,2021-03-06,2021-03-11,Life,62.55,41000,A,Minor Loss,L,AL,AR,Fayetteville,36,Y,AGENT00063,Leslie Lee,Litchfield Park,AZ,VNDR00552,Young-Marshall,Union City,CA
2021-03-21 00:00:00,TXN00007419,A00006345,PLC00008461,2015-01-22,2021-03-19,2021-03-19,Property,106.21,33000,A,Minor Loss,L,CT,OK,Oklahoma City,50,Y,AGENT00405,Dianne Purcell,Glendale,AZ,,,,
2021-03-21 00:00:00,TXN00007420,A00000571,PLC00006878,2013-12-10,2021-03-05,2021-03-10,Travel,60.44,5000,D,Minor Loss,L,AK,MD,Crofton,51,Y,AGENT00365,Arthur Anderson,Annapolis,MD,VNDR00454,"Irwin, Perez and Young",Arvada,CO
2021-03-21 00:00:00,TXN00007421,A00008319,PLC00002989,2014-11-30,2021-03-01,2021-03-06,Mobile,9.62,100,A,Minor Loss,H,AL,GA,Savannah,48,Y,AGENT00878,Lori Creamer,Mexico Beach,FL,VNDR00128,Tucker Inc,Manchester,CT
2021-03-21 00:00:00,TXN00007422,A00000341,PLC00007024,2020-01-28,2021-03-06,2021-03-11,Life,72.03,16000,A,Major Loss,M,FL,CO,Arvada,34,Y,AGENT00051,Andrea Schiller,Farmington,AR,VNDR00099,"Welch, Keller and Hicks",Washington,DC
2021-03-21 00:00:00,TXN00007423,A00005895,PLC00006875,2020-01-16,2021-03-15,2021-03-17,Property,93.31,30000,A,Minor Loss,H,GA,VT,Maidstone,27,Y,AGENT00384,Rhonda Mason,Anchorage,AK,,,,
2021-03-21 00:00:00,TXN00007424,A00002607,PLC00001750,2018-08-06,2021-03-12,2021-03-15,Health,183.14,5000,A,Total Loss,H,VT,AZ,Mesa,43,Y,AGENT00712,Karen Brown,Glendale,AZ,VNDR00086,"Guerrero, Norman and Baker",Dartmouth,MA
2021-03-21 00:00:00,TXN00007425,A00001119,PLC00007262,2014-08-16,2021-03-07,2021-03-12,Mobile,10.3,500,A,Minor Loss,L,AR,CA,Fremont,44,Y,AGENT00078,Shane Mclarty,Mountain View,CA,VNDR00301,"Sanchez, Nichols and Robinson",Montgomery,AL
2021-03-21 00:00:00,TXN00007426,A00002019,PLC00007373,2016-09-09,2021-03-04,2021-03-09,Life,67.7,13000,A,Major Loss,L,MA,CO,Arvada,63,Y,AGENT00385,Sarah Pearce,Annapolis,MD,VNDR00229,"Contreras, Harris and Green",Washington,DC
2021-03-21 00:00:00,TXN00007427,A00000071,PLC00006478,2012-04-13,2021-03-12,2021-03-15,Property,105.1,20000,A,Total Loss,L,MD,KY,Louisville,54,Y,AGENT00377,Robert Coldiron,Mountain View,CA,VNDR00162,"Kerr, Gutierrez and Dennis",Savannah,GA
2021-03-22 00:00:00,TXN00007428,A00001575,PLC00003610,2011-10-30,2021-03-15,2021-03-17,Health,103.88,20000,A,Major Loss,L,CA,MD,Deale,32,Y,AGENT00519,William Clark,Palmer,MA,,,,
2021-03-22 00:00:00,TXN00007429,A00002160,PLC00008749,2016-07-09,2021-03-08,2021-03-13,Motor,109.06,5000,A,Total Loss,L,MD,AR,Fayetteville,29,Y,AGENT00918,Bettie Greene,Arvada,CO,VNDR00247,Brown Inc,Cupertino,CA
2021-03-22 00:00:00,TXN00007430,A00006288,PLC00005955,2018-01-08,2021-03-12,2021-03-15,Travel,58.48,3000,A,Major Loss,M,MD,AL,Montgomery,25,Y,AGENT00434,Edward Odom,Glendale,AZ,VNDR00163,Foster-Sanchez,Fremont,CA
2021-03-22 00:00:00,TXN00007431,A00008908,PLC00009077,2018-01-30,2021-03-07,2021-03-12,Life,56.03,60000,A,Total Loss,L,MD,CO,Arvada,46,Y,AGENT00124,Kelly Dover,Colchester,VT,VNDR00457,Kramer and Sons,Glendale,AZ
2021-03-22 00:00:00,TXN00007432,A00001812,PLC00008274,2014-02-01,2021-03-05,2021-03-10,Property,150.96,36000,A,Minor Loss,L,MD,KY,Louisville,46,Y,AGENT00698,Noemi Guerrero,Glendale,AZ,,,,
2021-03-22 00:00:00,TXN00007433,A00006407,PLC00000626,2011-07-08,2021-03-04,2021-03-09,Mobile,6.33,400,A,Total Loss,L,FL,MD,Riva,58,Y,AGENT00154,Jacquelyn Webb,Oklahoma City,OK,,,,
2021-03-22 00:00:00,TXN00007434,A00001346,PLC00005740,2011-03-25,2021-03-05,2021-03-10,Life,87.9,54000,A,Total Loss,H,GA,MD,Annapolis,43,Y,AGENT00233,Carol Battles,Anchorage,AK,,,,
2021-03-22 00:00:00,TXN00007435,A00009504,PLC00002659,2020-01-22,2021-03-11,2021-03-16,Motor,88.8,4000,A,Total Loss,M,CO,CO,Arvada,47,Y,AGENT00139,Norman Sledge,Savannah,GA,,,,
2021-03-22 00:00:00,TXN00007436,A00002112,PLC00009578,2014-04-27,2021-03-05,2021-03-10,Motor,78.21,10000,A,Minor Loss,M,DC,AR,Fayetteville,40,Y,AGENT00826,Brian Hansen,Woburn,MA,VNDR00332,"Garcia, Payne and Kelley",Grass Valley,CA
2021-03-22 00:00:00,TXN00007437,A00006889,PLC00008462,2010-09-26,2021-03-21,2021-03-21,Life,52.27,45000,A,Total Loss,M,TN,CO,Arvada,58,Y,AGENT00248,Orville Noto,Pleasanton,CA,,,,
2021-03-22 00:00:00,TXN00007438,A00008616,PLC00003972,2019-11-23,2021-03-07,2021-03-12,Travel,74.95,3000,A,Total Loss,L,CT,CT,Manchester,59,Y,AGENT00438,Hollis Mcmillian,Manchester,CT,VNDR00283,"Sosa, Pugh and Hughes",Fayetteville,AR
2021-03-22 00:00:00,TXN00007439,A00001380,PLC00007296,2017-04-07,2021-03-06,2021-03-11,Life,86.02,15000,A,Total Loss,L,KY,CA,Castro Valley,48,Y,AGENT00215,Alejandro Moran,Nashville,TN,VNDR00232,"Myers, Hayes and Jones",Savannah,GA
2021-03-22 00:00:00,TXN00007440,A00000027,PLC00007666,2015-05-25,2021-03-02,2021-03-07,Mobile,8.12,700,A,Total Loss,M,AL,DC,Washington,45,Y,AGENT01136,Melissa Dolecki,Nashville,TN,VNDR00192,Lewis-Campbell,Nashville,TN
2021-03-22 00:00:00,TXN00007441,A00000520,PLC00003902,2018-06-19,2021-03-02,2021-03-07,Health,121.89,11000,A,Total Loss,M,DC,DC,Washington,29,Y,AGENT01090,David Pastrano,Aurora,CO,,,,
2021-03-22 00:00:00,TXN00007442,A00001522,PLC00007132,2019-01-18,2021-03-18,2021-03-19,Travel,98.84,5000,A,Total Loss,L,CT,CT,Manchester,39,Y,AGENT00936,Charles Dennison,San Leandro,CA,VNDR00565,Ochoa and Sons,Brockton,MA
2021-03-22 00:00:00,TXN00007443,A00002136,PLC00006987,2012-05-05,2021-03-11,2021-03-16,Life,55.22,90000,D,Minor Loss,L,VT,AK,Kenai,60,N,AGENT00324,Barbara Hernandez,Panama City,FL,,,,
2021-03-22 00:00:00,TXN00007444,A00003216,PLC00005999,2019-07-03,2021-03-09,2021-03-14,Travel,56.37,2000,A,Total Loss,H,AR,MA,Lawrence,50,Y,AGENT00189,Trevor Munoz,Nashville,TN,VNDR00316,Harris-Griffin,Pleasanton,CA
2021-03-22 00:00:00,TXN00007445,A00007614,PLC00006695,2017-01-22,2021-03-21,2021-03-21,Travel,85.74,3000,A,Total Loss,H,OK,MA,Brookline,42,Y,AGENT00465,Allison Taylor,Glendale,AZ,VNDR00401,"Moore, Fisher and Cardenas",Montgomery,AL
2021-03-22 00:00:00,TXN00007446,A00000976,PLC00007695,2016-03-01,2021-03-05,2021-03-10,Health,172.3,14000,A,Major Loss,H,CO,MD,Pasadena,32,Y,AGENT00357,Monty Smith,Pasadena,MD,,,,
2021-03-22 00:00:00,TXN00007447,A00008623,PLC00006527,2010-12-10,2021-03-02,2021-03-07,Health,187.67,18000,A,Minor Loss,L,CO,DC,Washington,44,Y,AGENT01113,Michael Snyder,Nashville,TN,VNDR00461,Phillips-Vega,Manchester,CT
2021-03-22 00:00:00,TXN00007448,A00009628,PLC00006694,2015-04-25,2021-03-09,2021-03-14,Travel,86.7,2000,A,Major Loss,M,AL,DC,Washington,34,Y,AGENT00708,Fannie Miranda,Savannah,GA,VNDR00377,"Daniels, Waters and Norris",Montgomery,AL
2021-03-22 00:00:00,TXN00007449,A00007348,PLC00008213,2014-04-17,2021-03-08,2021-03-13,Mobile,10.85,500,A,Major Loss,M,FL,CA,Mountain View,37,Y,AGENT00703,Sherri Bowser,Fayetteville,AR,VNDR00543,Adams-Johnson,Louisville,KY
2021-03-23 00:00:00,TXN00007450,A00003418,PLC00003357,2019-05-12,2021-03-07,2021-03-12,Motor,109.9,6000,A,Major Loss,M,GA,DC,Washington,60,Y,AGENT00029,Heather Cantwell,Glendale,AZ,VNDR00180,Cole Group,Jackson,CA
2021-03-23 00:00:00,TXN00007451,A00006274,PLC00006552,2014-01-28,2021-03-17,2021-03-19,Life,97.78,74000,D,Total Loss,M,VT,AL,Montgomery,37,Y,AGENT00460,Jamie Williams,Oklahoma City,OK,,,,
2021-03-23 00:00:00,TXN00007452,A00003444,PLC00007747,2015-07-08,2021-03-14,2021-03-17,Mobile,9.3,200,A,Major Loss,L,OK,KY,Louisville,34,Y,AGENT00617,Michael Brim,Oklahoma City,OK,,,,
2021-03-23 00:00:00,TXN00007453,A00001622,PLC00000147,2018-10-11,2021-03-05,2021-03-10,Mobile,7.17,100,A,Major Loss,L,OK,KY,Louisville,55,Y,AGENT01116,Todd Martin,Arvada,CO,VNDR00042,Armstrong-Summers,Bloomingdale,GA
2021-03-23 00:00:00,TXN00007454,A00000525,PLC00000448,2017-07-26,2021-03-17,2021-03-19,Motor,128.33,6000,A,Total Loss,H,AZ,OK,Edmond,49,Y,AGENT00553,Jerry Clark,Essex,VT,,,,
2021-03-23 00:00:00,TXN00007455,A00008773,PLC00008988,2013-08-12,2021-03-12,2021-03-17,Mobile,9.22,500,A,Minor Loss,H,MD,VT,Colchester,62,Y,AGENT00769,Jessica Montez,Glendale,AZ,VNDR00462,"Gardner, May and Wallace",Arvada,CO
2021-03-23 00:00:00,TXN00007456,A00001059,PLC00003851,2018-12-23,2021-03-18,2021-03-19,Health,141.56,6000,A,Minor Loss,L,CA,CA,Carson,40,Y,AGENT00610,Gene Duarte,Montgomery,AL,VNDR00093,Mullins-Ramsey,Washington,DC
2021-03-23 00:00:00,TXN00007457,A00000972,PLC00004402,2017-11-25,2021-03-17,2021-03-19,Life,81.31,75000,A,Minor Loss,L,CO,AR,Fayetteville,41,Y,AGENT00908,Robert Dargan,Grass Valley,CA,VNDR00296,Robinson and Sons,Washington,DC
2021-03-23 00:00:00,TXN00007458,A00004654,PLC00000098,2011-09-13,2021-03-04,2021-03-09,Property,149.1,23000,A,Minor Loss,L,AR,TN,Nashville,55,Y,AGENT00920,Yolanda Samples,Brentwood,TN,VNDR00179,Carter and Sons,Panama City,FL
2021-03-23 00:00:00,TXN00007459,A00008365,PLC00006687,2012-11-26,2021-03-09,2021-03-14,Motor,134.88,5000,A,Minor Loss,L,CT,OK,Oklahoma City,55,Y,AGENT00949,William Brunson,Colchester,VT,,,,
2021-03-23 00:00:00,TXN00007460,A00006933,PLC00000397,2011-11-30,2021-03-17,2021-03-19,Mobile,7.22,300,A,Major Loss,M,CA,MA,Peabody,58,Y,AGENT00985,Sherman Dammen,Montgomery,AL,VNDR00354,Stevens-Mills,Washington,DC
2021-03-23 00:00:00,TXN00007461,A00005995,PLC00000501,2012-04-21,2021-03-14,2021-03-17,Mobile,8.73,700,A,Minor Loss,M,TN,CA,San Leandro,27,Y,AGENT00320,Melody Lopez,Glendale,AZ,,,,
2021-03-23 00:00:00,TXN00007462,A00003624,PLC00003766,2010-08-04,2021-03-10,2021-03-15,Mobile,7.86,600,A,Minor Loss,L,AL,CA,Alameda,44,Y,AGENT00213,Christopher Flores,Arvada,CO,VNDR00050,"Rivera, Johnson and Drake",Manchester,CT
2021-03-23 00:00:00,TXN00007463,A00003116,PLC00007815,2019-11-17,2021-03-18,2021-03-19,Health,193.9,20000,A,Major Loss,L,AR,VT,Saint Albans City,31,Y,AGENT01095,Luke Carrero,Lynn Haven,FL,VNDR00575,Buck-Tran,Manchester,CT
2021-03-23 00:00:00,TXN00007464,A00002558,PLC00007656,2018-10-02,2021-03-08,2021-03-13,Travel,53.82,2000,A,Major Loss,H,TN,TN,Nashville,32,Y,AGENT00949,William Brunson,Colchester,VT,,,,
2021-03-23 00:00:00,TXN00007465,A00008061,PLC00009807,2014-11-28,2021-03-19,2021-03-20,Health,146.86,19000,A,Total Loss,L,FL,VT,Chester,58,Y,AGENT00627,Lori Rutledge,Moretown,VT,VNDR00087,Davis PLC,Fayetteville,AR
2021-03-23 00:00:00,TXN00007466,A00007153,PLC00000200,2018-07-17,2021-03-09,2021-03-14,Mobile,10.96,600,A,Total Loss,H,DC,MA,Quincy,26,Y,AGENT00710,Michelle Theriot,Edmond,OK,VNDR00229,"Contreras, Harris and Green",Washington,DC
2021-03-23 00:00:00,TXN00007467,A00005865,PLC00003886,2018-07-04,2021-03-22,2021-03-22,Travel,52.3,5000,A,Major Loss,M,VT,CA,Cupertino,57,Y,AGENT01007,Roosevelt Holsopple,Thunderbolt,GA,VNDR00370,Hernandez LLC,Washington,DC
2021-03-23 00:00:00,TXN00007468,A00003087,PLC00003376,2012-04-03,2021-03-11,2021-03-16,Motor,121.51,8000,A,Minor Loss,L,FL,FL,Panama City,64,Y,AGENT01004,Robert Lopez,Manchester,CT,VNDR00323,"Lynn, Smith and Nelson",Athol,MA
2021-03-23 00:00:00,TXN00007469,A00007149,PLC00004232,2018-03-13,2021-03-20,2021-03-20,Health,130.53,11000,A,Minor Loss,L,AK,AZ,Glendale,30,Y,AGENT00965,Joan Norton,Glen Burnie,MD,VNDR00169,Hicks Group,Fayetteville,AR
2021-03-23 00:00:00,TXN00007470,A00003055,PLC00004593,2019-07-27,2021-03-20,2021-03-20,Property,129.14,16000,A,Major Loss,L,VT,OK,Oklahoma City,25,Y,AGENT00873,Kathryn Lloyd,Conway,AR,VNDR00473,Griffin Ltd,Montgomery,AL
2021-03-23 00:00:00,TXN00007471,A00008105,PLC00004847,2019-08-12,2021-03-05,2021-03-10,Property,98.79,15000,A,Major Loss,M,MA,AL,Montgomery,52,Y,AGENT00729,Samuel Tolman,Oklahoma City,OK,,,,
2021-03-23 00:00:00,TXN00007472,A00008322,PLC00001924,2016-09-30,2021-03-15,2021-03-18,Travel,81.34,5000,A,Major Loss,M,FL,MD,Glen Burnie,40,Y,AGENT00373,Rose Suazo,Louisville,KY,VNDR00138,Hayden Inc,McCrory,AR
2021-03-23 00:00:00,TXN00007473,A00004841,PLC00004415,2013-04-09,2021-03-09,2021-03-14,Property,123.74,30000,A,Total Loss,L,OK,CT,Manchester,40,Y,AGENT00451,Michael Dike,Fayetteville,AR,VNDR00039,Thomas and Sons,Beverly Hills,FL
2021-03-23 00:00:00,TXN00007474,A00000845,PLC00004462,2018-11-12,2021-03-15,2021-03-18,Travel,77.16,3000,A,Minor Loss,M,AK,CA,Alameda,37,Y,AGENT00520,Geraldine Ritter,Oklahoma City,OK,VNDR00540,"Fuller, Smith and Black",Fayetteville,AR
2021-03-23 00:00:00,TXN00007475,A00006902,PLC00000975,2011-01-03,2021-03-20,2021-03-20,Property,81.55,15000,A,Major Loss,M,CO,CT,Manchester,60,Y,AGENT00707,Nancy Tseng,Wheat Ridge,CO,VNDR00416,"Contreras, Sanchez and Harris",Fayetteville,AR
2021-03-24 00:00:00,TXN00007476,A00002840,PLC00009057,2014-10-14,2021-03-06,2021-03-11,Life,70.07,34000,A,Total Loss,L,CA,MA,Waltham,41,N,AGENT00897,Calvin Lewis,Del City,OK,VNDR00321,"Pearson, Harris and Townsend",Severn,MD
2021-03-24 00:00:00,TXN00007477,A00009700,PLC00003543,2011-02-27,2021-03-14,2021-03-17,Health,194.93,14000,A,Total Loss,M,CA,AZ,Glendale,31,Y,AGENT00966,Clifford Hernandez,Deale,MD,VNDR00047,Solis-Morales,Crofton,MD
2021-03-24 00:00:00,TXN00007478,A00007365,PLC00009175,2019-02-25,2021-03-08,2021-03-13,Travel,84.57,1000,A,Major Loss,L,AR,GA,Savannah,51,Y,AGENT00077,Larry Sheley,Norman,OK,,,,
2021-03-24 00:00:00,TXN00007479,A00006772,PLC00008118,2011-01-22,2021-03-23,2021-03-23,Travel,75.29,3000,D,Minor Loss,L,AL,MA,West Tisbury,31,Y,AGENT00396,Majorie Holt,Charlton,MA,VNDR00247,Brown Inc,Cupertino,CA
2021-03-24 00:00:00,TXN00007480,A00008102,PLC00003964,2013-11-11,2021-03-04,2021-03-09,Mobile,7.24,600,A,Major Loss,M,GA,AK,Anchorage,45,Y,AGENT00774,Alfred Acuna,Washington,DC,VNDR00005,Wilson PLC,Nashville,TN
2021-03-24 00:00:00,TXN00007481,A00004921,PLC00005960,2010-08-21,2021-03-17,2021-03-19,Travel,62.69,3000,A,Total Loss,M,DC,MA,Watertown,58,Y,AGENT00538,Gerald Kolmer,Burlington,VT,VNDR00568,"Green, Allen and Collins",Manchester,CT
2021-03-24 00:00:00,TXN00007482,A00005481,PLC00005458,2016-09-28,2021-03-15,2021-03-18,Health,161.74,18000,A,Total Loss,M,DC,VT,Stowe,40,Y,AGENT01140,Willie Smith,Panama City Beach,FL,,,,
2021-03-24 00:00:00,TXN00007483,A00007961,PLC00003243,2019-04-27,2021-03-08,2021-03-13,Property,96.15,32000,A,Minor Loss,M,VT,MA,South Hadley,27,Y,AGENT00485,Peter Bailey,Anchorage,AK,VNDR00362,"Andersen, Davis and Washington",,VT
2021-03-24 00:00:00,TXN00007484,A00009527,PLC00002802,2011-11-21,2021-03-20,2021-03-21,Motor,118.53,8000,D,Major Loss,M,AL,MD,Annapolis,51,Y,AGENT01045,Pete Begley,Groton,CT,VNDR00275,Hardin and Sons,Nashville,TN
2021-03-24 00:00:00,TXN00007485,A00008786,PLC00007606,2012-10-05,2021-03-16,2021-03-19,Health,198.48,2000,A,Total Loss,M,MD,AK,Anchorage,37,Y,AGENT01133,Cynthia Illsley,Savannah,GA,VNDR00372,"Murray, Miller and Oliver",Montgomery,AL
2021-03-24 00:00:00,TXN00007486,A00006887,PLC00002214,2016-07-31,2021-03-07,2021-03-12,Property,135.21,12000,A,Major Loss,M,GA,CT,Manchester,62,Y,AGENT00211,Lillian Floyd,Washington,DC,VNDR00428,"Carroll, Wheeler and Martinez",Groton,CT
2021-03-24 00:00:00,TXN00007487,A00008868,PLC00000095,2018-11-09,2021-03-18,2021-03-20,Life,68.39,74000,A,Major Loss,M,GA,CA,San Jose,48,Y,AGENT00774,Alfred Acuna,Washington,DC,,,,
2021-03-24 00:00:00,TXN00007488,A00006959,PLC00000040,2011-12-04,2021-03-08,2021-03-13,Health,124.15,8000,A,Minor Loss,L,CA,OK,Edmond,36,N,AGENT00113,Ethel Cotton,Antioch,CA,VNDR00538,Johnson LLC,Glendale,AZ
2021-03-24 00:00:00,TXN00007489,A00001845,PLC00007729,2017-05-20,2021-03-18,2021-03-20,Property,153.04,17000,A,Minor Loss,L,CA,OK,Oklahoma City,50,Y,AGENT00130,Richard Watts,Washington,DC,VNDR00387,Smith-Strickland,Moore,OK
2021-03-24 00:00:00,TXN00007490,A00000145,PLC00003345,2014-02-14,2021-03-05,2021-03-10,Mobile,7.86,400,A,Major Loss,M,AL,TN,Nashville,44,Y,AGENT00636,Brenda Bean,Glen Burnie,MD,VNDR00520,"Kane, Beard and Cox",Arvada,CO
2021-03-24 00:00:00,TXN00007491,A00009035,PLC00004806,2019-02-25,2021-03-12,2021-03-17,Motor,118.02,1000,A,Minor Loss,H,AR,AL,Montgomery,47,Y,AGENT00814,Kelli Miles,Washington,DC,VNDR00562,Stephens Group,Louisville,KY
2021-03-24 00:00:00,TXN00007492,A00006139,PLC00006573,2013-09-22,2021-03-18,2021-03-20,Health,148.48,4000,A,Major Loss,L,CA,TN,Nashville,56,Y,AGENT01182,Micah Tucker,Pleasanton,CA,VNDR00410,Fleming Group,,VT
2021-03-24 00:00:00,TXN00007493,A00006991,PLC00002667,2017-04-30,2021-03-05,2021-03-10,Life,78.33,72000,A,Major Loss,L,OK,MD,Severn,37,Y,AGENT01080,Kay Gallo,Panama City,FL,VNDR00279,"Rodriguez, Anderson and Chambers",Glendale,AZ
2021-03-24 00:00:00,TXN00007494,A00003374,PLC00006709,2014-03-13,2021-03-09,2021-03-14,Health,101.37,12000,A,Total Loss,M,AK,AZ,Glendale,45,Y,AGENT00616,Dave Mitchelle,Pooler,GA,VNDR00266,Avila-Baker,Manchester,CT
2021-03-24 00:00:00,TXN00007495,A00000659,PLC00007444,2019-03-24,2021-03-08,2021-03-13,Motor,131.31,9000,A,Minor Loss,M,CO,TN,Nashville,64,N,AGENT00344,Socorro Jones,Hesperia,CA,,,,
2021-03-24 00:00:00,TXN00007496,A00001824,PLC00001663,2018-01-24,2021-03-07,2021-03-12,Life,95.37,64000,A,Total Loss,M,CT,FL,Panama City,58,Y,AGENT00137,Dominick Ellis,Montgomery,AL,VNDR00303,Dawson Inc,Fayetteville,AR
2021-03-24 00:00:00,TXN00007497,A00008891,PLC00007128,2015-07-25,2021-03-23,2021-03-23,Property,93.73,13000,A,Minor Loss,L,MD,MA,Marblehead,27,Y,AGENT01010,Wilfred Jenkins,Manchester,CT,,,,
2021-03-24 00:00:00,TXN00007498,A00000044,PLC00004205,2011-02-10,2021-03-09,2021-03-14,Property,156.25,27000,A,Total Loss,M,GA,CO,Arvada,42,Y,AGENT00555,Dorothy Bedell,Anchorage,AK,VNDR00120,Cunningham-Harrison,Brentwood,TN
2021-03-24 00:00:00,TXN00007499,A00005094,PLC00008537,2014-01-18,2021-03-10,2021-03-15,Mobile,7.86,300,D,Total Loss,L,KY,FL,Panama City,62,Y,AGENT00654,Dominique Touhey,Severn,MD,VNDR00423,"Maynard, Foster and Rangel",Nashville,TN
2021-03-24 00:00:00,TXN00007500,A00009545,PLC00009458,2014-10-24,2021-03-22,2021-03-22,Life,50.7,90000,A,Total Loss,M,GA,CA,Berkeley,60,Y,AGENT00737,Joan Schuldt,Louisville,KY,VNDR00478,"Graham, Barrett and Cooper",Hartford,VT
2021-03-24 00:00:00,TXN00007501,A00000235,PLC00002099,2014-05-26,2021-03-22,2021-03-22,Motor,124.69,2000,A,Major Loss,L,GA,GA,Savannah,57,Y,AGENT00461,Michael Braddock,Quincy,MA,VNDR00473,Griffin Ltd,Montgomery,AL
2021-03-24 00:00:00,TXN00007502,A00008678,PLC00005280,2012-02-01,2021-03-13,2021-03-18,Motor,88.31,9000,A,Minor Loss,M,AK,AR,Fayetteville,25,Y,AGENT00391,Bernice Mcneeley,Danville,VT,VNDR00189,Hill LLC,Manchester,CT
2021-03-25 00:00:00,TXN00007503,A00009526,PLC00002217,2015-01-18,2021-03-14,2021-03-19,Motor,108.63,6000,A,Major Loss,H,TN,CA,San Leandro,59,Y,AGENT01041,Daniel Mora,Savannah,GA,VNDR00203,Smith Ltd,Louisville,KY
2021-03-25 00:00:00,TXN00007504,A00001535,PLC00004129,2013-06-27,2021-03-06,2021-03-11,Property,107.93,36000,A,Minor Loss,H,CA,AZ,Glendale,46,N,AGENT00030,Georgia Kenny,Union City,CA,VNDR00513,"Cooper, Nielsen and Vasquez",Louisville,KY
2021-03-25 00:00:00,TXN00007505,A00002120,PLC00001491,2010-10-16,2021-03-21,2021-03-22,Property,127.79,21000,A,Total Loss,M,OK,CA,Alameda,56,Y,AGENT00872,Bill Tutt,Lynn Haven,FL,VNDR00290,Pierce Group,Arvada,CO
2021-03-25 00:00:00,TXN00007506,A00004318,PLC00008317,2019-01-10,2021-03-09,2021-03-14,Health,109.56,1000,A,Total Loss,H,VT,MD,Glen Burnie,64,Y,AGENT00051,Andrea Schiller,Farmington,AR,VNDR00524,Ayala PLC,Manchester,CT
2021-03-25 00:00:00,TXN00007507,A00002302,PLC00002461,2015-01-20,2021-03-18,2021-03-20,Health,176.12,2000,A,Major Loss,M,CA,MA,Scituate,27,Y,AGENT00745,Paul Yocom,Louisville,KY,VNDR00123,"Ramos, Anderson and Mejia",Oakland,CA
2021-03-25 00:00:00,TXN00007508,A00009803,PLC00007590,2018-04-15,2021-03-08,2021-03-13,Life,62.93,70000,A,Minor Loss,L,CT,MA,Dedham,45,Y,AGENT00104,Howard Carter,Anchorage,AK,VNDR00060,"Taylor, Holt and Stout",Oakland,CA
2021-03-25 00:00:00,TXN00007509,A00004146,PLC00006911,2016-02-05,2021-03-19,2021-03-21,Motor,78.84,3000,A,Total Loss,M,VT,AL,Montgomery,30,Y,AGENT00947,Luis Castleman,Savannah,GA,VNDR00056,"Russell, Mills and Calderon",Annapolis,MD
2021-03-25 00:00:00,TXN00007510,A00003894,PLC00003356,2010-10-07,2021-03-18,2021-03-20,Property,152.09,38000,A,Minor Loss,M,GA,CT,Manchester,39,Y,AGENT00994,Geraldine Lopez,Arvada,CO,,,,
